Date,VTI,VXUS,BND,BTC
2020-05-31,0.053963000000000004,0.050054999999999995,0.006686,0.07690651850777641
2020-06-30,0.022926000000000002,0.042373,0.006711,-0.0376933904799176
2020-07-31,0.057433,0.041489000000000005,0.014542999999999999,0.24035403609235284
2020-08-31,0.071049,0.044327,-0.00942,0.029347863450509326
2020-09-30,-0.035438,-0.01816,-0.000989,-0.08319918483379851
2020-10-31,-0.019494,-0.023001999999999998,-0.005562,0.2935616585488865
2020-11-30,0.11803100000000001,0.126153,0.012133,0.39916751503599257
2020-12-31,0.046755000000000005,0.058579,0.001534,0.49630339843776183
2021-01-31,-0.003339,0.002493,-0.008618,0.12432560314633467
2021-02-28,0.031393,0.023048000000000003,-0.015475000000000001,0.387929178197407
2021-03-31,0.036452,0.018702,-0.012715,0.30303852702337153
2021-04-30,0.050365,0.027751,0.008658,-0.03639336365887491
2021-05-31,0.00456,0.030726,0.0015329999999999999,-0.35419780605071527
2021-06-30,0.0248,-0.003396,0.008981,-0.05739544611755121
2021-07-31,0.017367999999999998,-0.011267000000000001,0.011685000000000001,0.20110510336851228
2021-08-31,0.028585,0.014629000000000001,-0.001896,0.1316389272854115
2021-09-30,-0.044644,-0.034535,-0.010136000000000001,-0.07599003840366847
2021-10-31,0.066874,0.028769999999999997,0.0007000000000000001,0.4038007337172669
2021-11-30,-0.014605,-0.042563000000000004,0.002043,-0.06293150187992069
2021-12-31,0.037883,0.035832,-0.0031019999999999997,-0.18910170642753843
2022-01-31,-0.060594999999999996,-0.028315,-0.020649,-0.1704120007812897
2022-02-28,-0.024867,-0.028493,-0.011385000000000001,0.08369695071315153
2022-03-31,0.032645,-0.002819,-0.027528,0.09873035558541998
2022-04-30,-0.09131600000000001,-0.06494799999999999,-0.039721,-0.16240491631849452
2022-05-31,-0.002514,0.015217000000000001,0.008305,-0.1707700855882529
2022-06-30,-0.082345,-0.07956,-0.016611,-0.41074823802986504
2022-07-31,0.093468,0.036427,0.023798,0.2709891998953622
2022-08-31,-0.037285,-0.044868,-0.02798,-0.15165991243014743
2022-09-30,-0.09224,-0.099076,-0.041813,-0.03820134705374689
2022-10-31,0.081128,0.034083,-0.011593,0.05047739706246479
2022-11-30,0.051692999999999996,0.130361,0.036655,-0.16177668352800156
2022-12-31,-0.05849,-0.021436,-0.008073,-0.033032242976994364
